"තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/ Drought Situation Report- Sri Lanka
,,,Eravur Pattu,,2020.03.26,2240,7190,,,,,,,,,,,
,,,Manmunai West,,,2694,8783,,,,,,,,,,,
,,,Manmunai South West,,2020.04.04,3343,10513,,,,,,,,,,,
,,,Poratheevupattu,,2020.03.26,6001,19971,,,,,,,,,,,
නැ්ගනහිර පලොත,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,20335,64761,0,0,0,0,0,0,0,0,0,0,
"fpof;F
Eastern",3,"ත්‍රීකුණොමලය
jp.kiy
Trincomalee",Verugal,Drought,2020.04.17,3959,14177,,,,,,,,,,,Distibuting drinking water
,,,Kanthale,,2020.04.18,862,2089,,,,,,,,,,,
,,,Thambalagamuwa,,2020.04.15,49,131,,,,,,,,,,,
,,,Kinniya,,2020.04.10,810,2626,,,,,,,,,,,
,,,Muthur,,2020.05.01,501,1706,,,,,,,,,,,
,,,Seruwila,,2020.04.21,72,245,,,,,,,,,,,
,,,Kuchchaveli,,2020.05.20,418,1376,,,,,,,,,,,
,,,Towa and Gravets,,2020.06.15,16,52,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,6687,22402,0,0,0,0,0,0,0,0,0,0,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,27022,87163,0,0,0,0,0,0,0,0,0,0,
"දකුනු පලොත
njd; khfhzk;",4,"හම්බන්තොට
`k;ghe;Njhl;il
Hambantota",Hambantota,Drought,2020.06.24,50,163,,,,,,,,,,,Distibuting drinking water
Southern,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,50,163,0,0,0,0,0,0,0,0,0,0,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,50,163,0,0,0,0,0,0,0,0,0,0,
"උතුරුමැද පලොත
tlkj;jpa",5,"්පෝලොනනරුව
nghyd;dWit
Polonnaruwa",Dimbulagala,Drought,2020.06.17,1899,6424,,,,,,,,,,,Distibuting drinking water
,,,Welikanda,,,2444,6731,,,,,,,,,,,
"khfhzk;
North Central",දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,4343,13155,0,0,0,0,0,0,0,0,0,0,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,4343,13155,0,0,0,0,0,0,0,0,0,0,
,6,"මුලතිව්
Ky;iyj;jPT
Mulaitivu",Welioya,Drought,2020.04.15,430,1540,,,,,,,,,,,Distibuting drinking water
,,,Puthukudiyiruppu,,2020.05.01,1986,6398,,,,,,,,,,,
,,,Thunukkai,,2020.07.01,1425,4984,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,3841,12922,0,0,0,0,0,0,0,0,0,0,
"උතුරු පලොත
tl khfhzk
Northen",7,"යොපනය
aho;g;ghzk;
Jaffna",Karaveddy,Drought,2020.07.06,232,632,,,,,,,,,,,
,,,Delft,,2020.03.24,1031,3071,,,,,,,,,,,
,,,Karainagar,,2020.03.27,2760,8297,,,,,,,,,,,
,,,Kayts,,2020.03.27,3175,11391,,,,,,,,,,,
,,,Velanai,,2020.04.15,2411,7928,,,,,,,,,,,
,,,Chavakachcheri,,2020.04.16,3361,11484,,,,,,,,,,,
,,,Chankanai,,2020.04.23,3047,10315,,,,,,,,,,,
,,,Maruthankerny,,2020.06.15,1162,4636,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,17179,57754,0,0,0,0,0,0,0,0,0,0,
