"Locations for Potential Risk
නායයෑපම් අවදානම ෙැවතිය හැකි ප්‍රපේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Badulla,"Passara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Galle,"Nagoda,
Yakkalamulla,
Baddegama and
Elpitiya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kandy,"* Ududumbara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kegalle,"Kegalle,
Rambukkana,
Galigamuwa,
Mawanella,
Yatiyanthota and
Deraniyagala
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kurunegala,"* Rideegama
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Matale,"Pallepola
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
"Note: ↑shifted one level up, ↑↑shifted two levels up, ↓shifted one level down, ↓↓shifted two levels down.",,,
*newly added with the last update,,,
Special Note: These warning levels are issued based on the cumulative rainfall received to respective areas,,,
and given weather forecast by meteorological department of Sri Lanka,,,
