"තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/ Situation Report- SriLanka
දිනය /jpfjp / Date : 12th December 2019 at 1800hrs",,,,,,,,,,,,,,,,,,
"ලේකම් - රාජ්‍ය පරිපාලන, ආපදා කළමනාකරණ හා පශු ස්ත්‍ම්පත් ස්ත්‍ංවර්ධන අමාතයාංශය / சேயலாளர், ச ாது நிரவ் ாக மற்றும் அனரத் ்த முகாமமத்துவ அமமேசு் / Secretary, Ministry of Public Administration, Disaster Management & Livestock Development",,,,,,,,,,,,,,,,,,
රාජ්‍ය පරිපාලන ස්ත්‍හ ආපදා කළමනාකරණ අමාතයාංශය ගරු අමාතයතුමාලේ පුද්ගලික ලේකම් /சகௌரவ பிரமைக்கு தனியார் சேயலாளர் ச ாது நிரவ் ாக மற்றும் அனரத் ்த முகாமமத்துவ அமமேே் ர் / Private Secretary to the Hon. Minister of Public Administration & Disaster Management,,,,,,,,,,,,,,,,,,
"පළාත
khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாக ் பிரிவு
Administrative purvie",,"ආපදාව
mdHj;jk;
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;fs;
Deaths","තුවාලවු
පුද්ගලයි
න්
fhaki
le;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයි
න්
fhzh
ky;Ngh
NdhH
Missin
g
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற ாதி ்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs;
Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp
DS Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ
හානි
gFjpa
sT
Partiall
y","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களி
ன் சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත්
යටිතල පහසුකම්
වලට වූ හානි
mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Location
s","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"ඌව
Cth khfhzk;
Uva",1,"බදුල්ල
gJs;is
Badulla",Lunugala,Landslide Risk,2019.12.02,16,66,,,,,6,,,2,10,33,"Leulla Tamil Collage ,
Vignashvaram Tamil V."
,,,Badulla,Heavy Rain,2019.12.03,77,362,,,,,17,,,1,41,172,Wallur Tamil Collage
,,,Ridimaliyadda,Tree Fallen,2019.12.03,8,24,,,,1,7,,,,,,
,,,Bandarawela,Heavy Rain,2019.12.03,37,131,,,,,37,,,,,,
,,,Soranathota,Heavy Rain,2019.12.03,11,52,,,,,11,,,,,,
,,,Kandaketiya,Heavy Rain,2019.12.03,3,14,,,,,3,,,,,,
,,,Haputhale,Landslide,2019.12.03,129,463,,,,,30,,,2,99,362,"Dambethenna Tamil V,
Kahagalawatte Tamil V."
,,,Haldunmulla,Heavy Rain,2019.12.04,6,24,,,,2,4,,,,,,
,,,Walimada,Heavy Rain,2019.12.04,33,301,,,,1,32,,,,,,
,,,Uvaparanagama,Heavy Rain,2019.12.03,57,248,,,,1,25,,,1,32,140,Aluthwatta Muslim Palli
,,,Ella,Heavy Rain,2019.12.03,41,152,,,,,32,,,1,9,33,Uduwarawatte Line house
,,,Passara,Heavy Rain,2019.12.04,30,110,,,,,23,,,2,7,29,"01. Hopton Day care
Centre n 02.Sarwodaya
Building"
,,,Haliela,Heavy Rain,2019.12.03,55,197,,,,,26,,,3,29,92,"Moragolla Tamil Cpllage/
Moreitota Collage/ Uva
Highland Day care Center"
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,503,2144,0,0,0,5,253,0,0,12,227,861,
,2,"ම ොනරොගල
nkhdwhfiy
Moneragala",Bibila,Heavy Rain,2019.11.30,15,52,,,,,15,,,,,,
,,,Medagama,Flood,,6,21,2,,,,4,,,,,,
,,,Siyambalanduwa,,,13,42,,,,,13,,,,,,
,,,Monaragala,Heavy Rain,,12,54,,,,,12,,,,,,
,,,Buttala,,,10,46,,,,,10,,,,,,
,,,Kataragama,Flood,,348,1332,,,,,9,,,2,348,1332,
,,,Thanamaliwila,Heavy Rain,,5,22,,,,,5,,,,,,
,,,Wellawaya,Heavy Rain,,12,54,,,,,12,,,,,,
,,,Badalkumbura,Heavy Rain,,11,49,,,,,11,,,,,,
,,,Madulla,Heavy Rain,,5,24,,,,,5,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,437,1696,2,0,0,0,96,0,0,2,348,1332,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,940,3840,2,0,0,5,349,0,0,14,575,2193,
