මධ්‍යම පලොත,12,"නුවර
fz;b",Ganga Ihala Korale,Tree Fallen,2022.10.03,1,6,,,,,1,,,,,,
,,,Meda Dumbara,Rock Fallen,2022.10.03,1,2,,,,,1,,,,,,
,,,Akurana,Heavy Rain & Wind,2022.10.13,1,5,,,,,1,,,,,,
,,,Harispaththu,Heavy Rain & Wind,2022.10.14,1,5,,,,,1,,,,,,
"kj;jpa
khfhzk;
Central",,Kandy,Gangawata Korale,Heavy Rain & Wind,2022.10.15,3,13,,,,,3,,,,,,
,,,Udapalatha,Cutting Failure,2022.10.15,1,4,,,,,1,,,,,,
,,,Yatinuwara,Tree Fallen,2022.10.16,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,9,39,0,0,0,0,9,0,0,0,0,0,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,9,39,0,0,0,0,9,0,0,0,0,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,7417,30634,3,4,0,7,338,15,2,16,308,1314,
,,,"ආ ප ද ො කළම ොකරණ මධ්‍යස්ත්‍රථො ය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre
හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136",,,,,,,,,,,,,,,
,,,ෆැක්ස්ත්‍ර/ njhiy efy; / Fax: 0112670079,,,,,,,,,,,,,,,
විදුත් තැපැල් / kpd;dQ;ry; / Email: eocdmc@gmail.com,,,,,,,,,,,,,,,,,,
"නවබ් අඩවිය / ,izak; / Web: www.dmc.gov.lk",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
