,,,රාත්‍රී කාලවේදී වැසි,,,රාත්‍රී කාලවේදී වැසි,,
,,,ව ෝ ගිගුරුම් සහිත,,,ව ෝ ගිගුරුම් සහිත,,
,,,වැසි ඇතිවිය ැක,,,වැසි ඇතිවිය ැක,,
,මාතර,,සවස් කාලවේදී ව ෝ,,,සවස් කාලවේදී ව ෝ,,"වැසි ව ෝ ගිගුරුම්
සහිත වැසි."
,,,රාත්‍රී කාලවේදී වැසි,,,රාත්‍රී කාලවේදී වැසි,,
,,,ව ෝ ගිගුරුම් සහිත,,,ව ෝ ගිගුරුම් සහිත,,
,,,වැසි,,,වැසි,,
,ම්බන්වතාට,,විටින් විට වැසි,,"විටින් විට වැසි ව ෝ
ගිගුරුම් සහිත වැසි",,,"වැසි ව ෝ ගිගුරුම්
සහිත වැසි."
,,,,,,,,
,,,,,,,,
