River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",,,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,1.00,1.30,Normal,,-,,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,0.74,0.77,Normal,,0.0,,,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,8.96,8.87,Normal,,,1.0,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.54,1.60,Normal,,3.0,,,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.23,0.23,Normal,,0.0,,,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.37,0.38,Normal,,,0.5,,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.58,0.58,Normal,,0.0,,,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,0.43,0.49,Normal,,,0.6,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,4.18,4.18,Normal,,1,,.7,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,0.63,0.63,Normal,,0.0,,,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,1.07,1.07,Normal,,3.4,,,
,Kuda Ganga,Kalawellawa (Millakanda),m,5.00,6.50,8.00,1.66,1.67,Normal,,,0.9,,
Gin Ganga,Gin Ganga,Tawalama,m,4.00,6.00,7.50,1.27,1.26,Normal,,,1.0,,
(RB 09),Gin Ganga,Baddegama,m,3.50,4.00,5.00,1.02,1.02,Normal,,0.0,,,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.23,0.28,Normal,,0.0,,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,2.76,2.77,Normal,,0.0,,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,0.60,0.60,Normal,,0.0,,,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.19,0.20,Normal,,0.0,,,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,1.80,3.50,5.00,0.81,0.81,Normal,,0.0,,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,0.27,0.27,Normal,,0.0,,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.64,0.64,Normal,,0.0,,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.25,1.25,Normal,,0.0,,,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.14,-0.13,Normal,,0.0,,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.84,0.83,Normal,,0.0,,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.49,0.49,Normal,,0.0,,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.33,0.33,Normal,,0.0,,,
,,Manampitiya ( Old),m,3.50,5.00,6.00,-0.99,-0.99,Normal,,0.0,,,
,Mahaweli Ganga,Manampitiya (HMIS),m,4.65,6.15,7.15,0.15,0.15,Normal,,0.0,,,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-2.85,-2.84,Normal,,0.0,,,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,1.50,1.47,Normal,,0.0,,,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,0.81,0.81,Normal,,0.0,,,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.38,0.38,Normal,,0.0,,,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,1.56,1.56,Normal,,0.0,,,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.49,0.49,Normal,,0.0,,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,0.91,0.91,Normal,,0.0,,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.04,0.03,Normal,,0.0,,,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,-,-,-,0.27,0.27,Normal,,0.0,,,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,1.90,1.90,Normal,,0.0,,,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,0.84,0.84,Normal,,0.0,,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,0.77,0.77,Normal,,0.0,,,
