River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,1.50,1.40,Normal,,-,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,2.40,2.36,Normal,,105.0,,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,10.15,10.04,Normal,,1.5,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,1.58,1.58,Normal,,0.0,,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.89,0.86,Normal,,16.4,,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.62,0.56,Normal,,21.7,,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.93,0.92,Normal,,1.0,,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,1.60,1.60,Normal,,7.7,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,6.87,6.85,Normal,,23.3,,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,2.59,2.51,Normal,,75.3,,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,3.58,3.42,Normal,,19.1,,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,4.58,4.60,Normal,,100.3,,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,2.12,2.17,Normal,,22.8,,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,2.26,2.17,Normal,,31.5,,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.42,0.40,Normal,,13.0,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,3.29,3.34,Normal,,36.2,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,0.99,0.99,Normal,,41.5,,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.57,0.54,Normal,,26.7,,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,0.99,0.99,Normal,,34.9,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,1.35,1.34,Normal,,18.0,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,1.21,1.18,Normal,,24.6,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.38,1.35,Normal,,36.1,,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,0.13,0.12,Normal,,31.8,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.88,0.88,Normal,,13.5,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.73,0.74,Normal,,20.6,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,0.46,0.45,Normal,,8.5,,
,Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,0.56,0.52,Normal,,0.0,,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,-3.00,-3.05,Normal,,2.2,,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,1.78,1.77,Normal,,3.4,,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.14,1.13,Normal,,5.3,,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,0.50,0.50,Normal,,22.5,,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,1.35,1.35,Normal,,0.0,,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,0.54,0.54,Normal,,0.5,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,3.35,3.30,Normal,,18.5,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.82,0.80,Normal,,11.5,,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,3.71,3.63,Normal,,8.8,,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,3.45,3.43,Normal,,27.5,,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,2.47,2.47,Normal,,29.6,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,1.63,1.61,Normal,,59,.1,
