"මධ්‍යම පලාත
kj;jpa khfhzk;
Central",13,"නුවර
fz;b
Kandy",Kundasale,"Heavy Rain/
Land Slide/ High
Wind/ Cutting
Failure","2019.12.01 -
2019.12.06",50,186,,,,,4,1,,,,,
,,,Paathahewaheta,,,7,32,,,,,,,,,,,
,,,Gangaihalakorale,,,2,9,,,,,2,,,,,,
,,,Medadumbara,,,11,50,,,,,11,,,,,,
,,,Akurana,,,9,48,,,,,,,,,,,
,,,Pasbagekorale,,,3,6,,,,,3,,,,,,
,,,Deltota,,,6,23,,,,,6,,,,,,
,,,Udapalatha,,,5,22,,,,,5,,,,,,
,,,Harispattuwa,,,3,8,,,,,3,,,,,,
,,,Gagawatakorale,,,2,4,,,,,2,,,,,,
,,,Yatinuwara,,,2,4,,,,,2,,,,,,
,,,Minipe,,,3,18,,,,,3,,,,,,
,,,Doluwa,,,5,26,,,,,1,,,,,,
,,,Panwila,,,5,13,,,,,5,,,,,,
,,,Ududumbara,,,9,30,,,,2,7,,,,,,
,,,Poojapitiya,,,3,6,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif/District Total,,,,,125,485,0,0,0,2,54,1,0,0,0,0,
,14,"නුවරඑලිය
Etnuypah
Nuwara Eliya",Nuwara Eliya,Flood,2019.11.30,48,214,,,,,9,,,4,6,30,
,,,Walapane,Land Slide Risk,2019.12.03-06,80,241,3,,1,,4,,,8,101,251,
,,,Kothmale,Heavy Rain,2019. Dec,8,39,,,,,5,,,,,,
,,,Hankuranketha,Cutting Failure,2019.11.30,1,4,,,,,1,,,,,,
,,,Ambagamuwa,Flood,2019.11.30,50,237,,,,,1,,,,,,
,,,,Cutting Failure,2019.11.30,2,9,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif/District Total,,,,,189,744,3,0,1,0,21,0,0,12,107,281,
,15,"මාතගල්
khj;jis Matale",Raththota,Heavy Rain,2019.12.00,16,62,,,,,,,,1,16,62,"Pitakandara Tamil
School"
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif/District Total,,,,,16,62,0,0,0,0,0,0,0,1,16,62,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,330,1291,3,0,1,2,75,1,0,13,123,343,
,,අනුරාධ්‍පුර m.Guk;,Mihinthale,,2019.11.30-,2,1,,,,1,1,,,,,,
,,,Mhavilachchiya,,,55,194,,,,,2,,,,,,
,,,Rambewa,,,8,27,,,,,,,,1,6,21,
,,,Palagala,,,7,20,,,,2,4,,,1,2,5,
,,,Galenbidunuwewa,,,75,269,,,,,,,,1,75,269,
,,,Nochchiyagama,,,27,93,,,,,,,,,,,
,16,Anuradhapura,N.P.C,Heavy Rain,2019.12.06,312,925,,,,1,,,,5,172,547,
,,,Rajanganaya,,,30,84,,,,,,,,2,30,84,
,,,N.P.E,,,46,175,,,,,5,,,1,1,5,
,,,Galnewa,,,1,1,,,,,1,,,,,,
,,,Nachchduwa,,,1,5,,,,,1,,,,,,
,,,Kahatagasdigiliya,,,2353,8409,,,,,6,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif/District Total,,,,,2917,10203,0,0,0,4,20,0,0,11,286,931,
