River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
5:00 am","Water
Level at
6:00 am",Remarks,"Water
Level
Rising or
Falling","21 Hr RF
in mm at
6.00 am",,,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,3.10,2.80,Normal,,-,,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,2.84,2.96,Normal,,29.7,,,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,11.36,11.33,Normal,,16.1,,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,1.70,1.65,Normal,,9.3,,,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.86,1.78,Normal,,44.0,,,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.79,0.76,Normal,,7.8,,,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,1.51,1.48,Normal,,49.9,,,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,2.22,2.22,Normal,,13.7,,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,6.46,6.49,Normal,,5.4,,,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,3.27,3.25,Normal,,12.9,,,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,3.75,3.66,Normal,,15.8,,,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,6.50,6.48,Alert,Falling,28.6,,,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,4.28,4.26,Minor Flood,Falling,1.0,,,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,2.30,2.27,Normal,,2.3,,,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.64,1.64,Alert,,58.,6,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,4.73,4.66,Normal,,8.4,,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,0.96,0.84,Normal,,0.0,,,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,1.11,1.10,Normal,,2.4,,,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,1.28,1.28,Normal,,11.6,,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,2.62,2.45,Normal,,32.8,,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,1.52,1.47,Normal,,86.8,,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,2.65,2.48,Normal,,13.7,,,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,0.27,0.25,Normal,,17.7,,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,1.45,1.37,Normal,,20.4,,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,1.49,1.47,Normal,,67.1,,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,0.94,0.84,Normal,,18.3,,,
,Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,1.33,1.33,Normal,,24.1,,,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,-1.08,-1.30,Normal,,7.2,,,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,3.69,3.50,Normal,,41.6,,,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.61,1.55,Normal,,33.0,,,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,0.94,0.90,Normal,,38.1,,,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,4.28,4.40,Normal,,43.4,,,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,1.84,1.92,Normal,,48.3,,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,1.76,1.74,Normal,,29.7,,,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,6.00,6.00,Minor Flood,,9.4,,,
"Maha Oya
(RB 102)",Maha Oya,Badalgama,m,5.00,6.20,9.60,5.72,5.84,Alert,Rising,13.8,,,
,Maha Oya,Giriulla,m,5.50,6.50,7.50,5.47,5.20,Normal,,99.2,,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,4.66,4.63,Minor Flood,Falling,43.4,,,
